@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'local  team advise meet hold tonight  centre',fire
'driver out road please safe amp make follow official instruction',fire
' do job safe supply cold beer fire',fire
'please join u pray fire fighter who combat  prayer',fire
'coalition miss point yes fire way life so season problem',fire
'shout out fire fighter work today guy take grant way much much respect',fire
'exhaust yesterday scene have lose home',fire
'home confirm lose amaze more live lose',fire
'medium brief commissioner be live stream now',fire
'who do have reason blue mountain there',fire
'fire scorch  least bush fire rag  include',fire
'commissioner say fire burn ',fire
'official warn blaze  merge create',fire
'n fire crisis ease drop temperature ease crisis  so',fire
'hear fire  hope ok please stay safe xx',fire
'government cut aid appall shame',fire
'link  bush fire change impact call action reduce emission',fire
'front page today zealand herald inferno great escape',fire
'volunteer amaze amp  best out fight one  fire today in',fire
'communicator week  fire fight prime minister impress',fire
'two girl charge light  fire',fire
' commissioner say still concern blaze',fire
'play role',fire
'update watch amp act alert place amp highlands',fire
'n medical association say there be percent increase asthma case report',fire
'oct nasa image give idea scale extent bush fire rag south wales',fire
'here photo take yesterday fire  aquatic centre',fire
'who claim run swim amp bike ride change rule so people get disaster payment',fire
'hall fire balmoral village highland fire cross railway line main railway',fire
'donate spare change collection bucket locate entry gate tonight',fire
'bush fire blaze  toke toke toke toke take head so far firefighter have die flame',fire
'slim still us reckon write song call fight fire beer',fire
'rid inside wish rain clear out put fire out ',fire
'see state emergency declare  bush fire hope ok',fire
'butt may have start  fire cigarette butt suspect cause grass fire ',fire
'volunteer evacuation centre amp north richmond friendly face',fire
'map thank send us',fire
'state help  fire rage',fire
'believe discuss climate change same breath  fire army boy start fire',fire
'think prayer go out people affect',fire
'wow rain radar smoke plume cover  fire',fire
'fear  blaze merge wildfire south wale merge form blaze fire',fire
'emergency warning place fire near mount york fire near',fire
'crew respond fire report salt ash area port stephen',fire
'emergency warn',fire
'head home get asthma grab puffer',fire
'bush fire stay safe',fire
'refer level',fire
'rain windscreen look out',fire
'prime minister dismiss un assessment  fire link climate change',fire
'god bless affect risk live safe',fire
'fire fighter  give koala bear drink water while fire gold',fire
'sun smoke blue mountain',fire
'roll coverage update',fire
' merge blaze fire fighter  join two large fire near blue m',fire
'wake up aftermath pollution smoke humidity air feel like delhi',fire
'think western  who be affect bush fire safe',fire
'sunset  think go out affect or fight fire',fire
'bush fire  today sky start look little',fire
'fear grow blaze form  fire chief grow worry major t',fire
'state emergency declare  premier live',fire
'alternate mirror link map current incident sergeant michael day',fire
'gallery devastation picture',fire
'comment right link climate change policy',fire
'smoke sit over mary',fire
'number  fire service information line   please contact',fire
'be think fight fire  home business threat stay',fire
' bush fire menace south wale home score bush fire blaze  south wales',fire
'least home destroy',fire
'think prayer affect  fire fighter be',fire
'meanwhile  fire over home have burn grind train delay so be',fire
'two ring fire burn dusk west darling causeway near hartley vale',fire
'rain brown past u here  use fire put out goo',fire
' fire threat ease military blame',fire
' bush fire menace south wale home score bush fire blaze',fire
'animal welfare relief service department primary industry website',fire
'thank do job keep hume open today back newsroom more',fire
'',fire
' skyline',fire
'use map explore current incident warning ',fire
'cigarette butt cause please bin butt',fire
'student high school area amp crew rout',fire
'nothing lower fire looter  cop',fire
' scale latest perimeter overlay',fire
'use  bush fire photo opportunity',fire
'there no climate change link there direct link adam',fire
'dear  give weather',fire
'resident suggest need leave tomorrow lunchtime',fire
'  confirm aircraft crash rescue helicopter respond',fire
'commissioner get home destroy today have be',fire
'above mount meet cloud',fire
'david jones bureau meteorology say climate change see fire condition worsen much ',fire
'fire blue mountain burn over area',fire
'why superman pm fight  fire can his claim volunteer well',fire
'school sign brisbane',fire
'repent cartoon',fire
'video  declare fire emergency n official have declare state emergency s',fire
' resident download fire near me  use link',fire
'there grow fire near hospital  fire brigade attendance',fire
'think affect current bush fire stay safe amp smart pic smoke blanket west ',fire
'thank',fire
'be talk it blame climate change worry happen',fire
' fire google',fire
'fire  today challenge stay up date',fire
'latest detail include  aircraft crash  south coast report',fire
'sign petition set up fund support volunteer firefighter',fire
'entire blue mountain area well richmond danger burn over few day',fire
' morning blaze cause traffic chaos fire city build close ba',fire
' fire know thank fundamentalist party',fire
'urge resident prepare condition monday',fire
'army criticise over  fire',fire
'bush fire  make me appreciate live brisbane have threat flood',fire
'fire crew have trouble pump water wharf',fire
'watch act alert fire gorge take hold nw edge  trouble',fire
'hope twitter buddy  safe sound think go out',fire
'fire  make me feel impact can imagine frighten',fire
'photo firefighter crawl out flame',fire
'here response abuse receive link climate change  fire',fire
'view fire mt columba',fire
'smoke west east over  background',fire
